Edition,Reviews,Ratings,Edition_Year,Price
Мягкий,3.0,1,2008,781.0
Твердый,1.0,1,2018,1499.0
Мягкий,4.6,53,2015,449.0
Твердый,4.5,8,2015,453.0
Мягкий,4.4,80,2018,338.0
Другой,4.8,6,2017,1345.0
Другой,4.2,5,2014,319.0
Твердый,4.6,15,2012,917.0
Твердый,4.6,7,2013,350.0
Твердый,5.0,1,2010,309.0
Твердый,4.7,5,2018,311.0
Твердый,5.0,3,2004,1157.0
Другой,4.6,7,2000,262.0
Твердый,4.5,303,2017,336.0
Твердый,4.2,73,2018,150.0
Твердый,4.0,1,2017,535.0
Твердый,3.7,11,2016,290.0
Твердый,3.3,3,2017,560.0
Твердый,4.3,4,2004,135.0
Твердый,3.6,22,2018,383.0
Твердый,3.9,66,2011,275.0
Твердый,5.0,1,1997,320.0
Твердый,4.0,1,2011,800.0
Твердый,3.6,9,2015,332.0
Твердый,4.9,10,2016,749.0
Твердый,4.0,54,2016,169.0
Твердый,4.2,193,2012,276.0
Другой,4.5,2,2018,595.0
Твердый,3.7,5,2014,599.94
Твердый,4.6,2,1996,549.0
Твердый,3.8,16,2008,371.0
Твердый,4.2,155,2011,218.0
Твердый,3.1,4,2010,68.0
Мягкий,3.3,4,2018,560.0
Твердый,4.0,2,2009,200.0
Мягкий,5.0,3,2018,433.0
Твердый,4.5,798,2016,240.0
Твердый,4.0,128,2016,284.0
Мягкий,5.0,1,2018,748.0
Твердый,4.1,36,2014,375.0
Другой,2.5,2,2015,44.0
Мягкий,4.6,5,2004,449.0
Мягкий,4.5,4,2012,1279.0
Твердый,4.4,87,2010,443.0
Твердый,5.0,2,2016,719.0
Твердый,4.5,2,2018,339.0
Твердый,4.3,49,2017,210.0
Твердый,4.0,1,2008,350.0
Твердый,5.0,5,2003,334.0
Твердый,4.4,7,2016,58.0
Твердый,3.9,3,2013,449.14
Твердый,4.3,6,2015,845.0
Твердый,3.0,1,2008,319.0
Твердый,5.0,6,2005,355.0
Мягкий,4.0,2,2018,215.0
Твердый,4.7,90,2018,296.0
Твердый,4.2,33,2003,183.0
Другой,4.2,9,1983,311.0
Твердый,4.1,15,2014,228.0
Твердый,5.0,1,2012,89.0
Твердый,4.0,286,2017,106.0
Твердый,4.5,18,2016,374.0
Другой,4.7,8,2016,749.25
Мягкий,4.7,5,2019,696.0
Твердый,5.0,5,2009,575.0
Твердый,3.1,2,2013,942.88
Твердый,4.2,97,2015,153.0
Другой,5.0,2,2016,249.0
Твердый,4.6,161,2016,154.0
Твердый,5.0,1,2017,690.0
Твердый,4.2,16,2016,291.0
Другой,4.0,1,2015,1919.0
Твердый,4.6,3,2012,300.0
Твердый,4.0,2,2002,203.0
Твердый,5.0,1,2006,275.0
Твердый,2.7,3,2019,319.0
Твердый,4.6,84,2017,219.0
Твердый,3.9,20,2018,146.0
Твердый,5.0,9,1993,539.0
Твердый,5.0,5,2016,192.0
Твердый,5.0,1,2005,426.0
Твердый,5.0,4,2013,249.0
Твердый,4.9,10,1998,483.0
Твердый,4.1,4,2007,415.0
Твердый,4.1,55,2014,400.0
Твердый,2.9,2,2016,367.0
Твердый,4.8,7,2014,1064.0
Твердый,5.0,3,2010,468.0
Твердый,5.0,4,1994,583.0
Твердый,4.7,3,2013,1766.0
Твердый,4.2,63,2014,276.0
Мягкий,2.7,2,2014,199.0
Твердый,4.4,8,2018,247.0
Другой,5.0,2,2016,556.0
Твердый,5.0,1,2004,899.0
Твердый,3.6,4,2013,449.0
Твердый,4.1,108,2008,160.0
Мягкий,4.0,13,2012,2033.0
Твердый,4.5,2,1998,720.0
Твердый,3.9,240,2017,149.0
Твердый,4.5,2,2002,375.0
Твердый,4.0,565,2012,111.0
Твердый,4.7,4,2015,414.0
Мягкий,5.0,3,2009,699.0
Твердый,3.5,10,2019,336.0
Твердый,4.8,5,2014,1200.0
Твердый,4.0,2,2014,850.0
Твердый,5.0,1,2004,95.0
Твердый,5.0,3,2016,552.0
Твердый,4.2,137,1997,156.0
Твердый,5.0,5,1987,100.0
Твердый,5.0,1,2010,917.0
Твердый,3.5,2,2019,435.0
Твердый,4.6,5,2018,543.0
Твердый,5.0,1,2017,371.0
Твердый,3.6,21,2017,299.0
Другой,4.6,5,2006,247.0
Мягкий,5.0,2,2019,2738.0
Твердый,4.2,3,2016,270.0
Другой,4.0,5,1994,260.0
Мягкий,4.0,1,1999,13244.67
Мягкий,3.8,9,2005,2056.0
Твердый,3.9,12,2010,224.0
Твердый,4.6,2,2006,338.0
Твердый,4.2,99,2016,227.0
Твердый,4.0,1,2018,349.0
Твердый,2.9,10,2012,921.0
Твердый,5.0,1,2007,399.0
Твердый,4.2,20,2012,243.0
Твердый,4.3,26,2017,2798.0
Мягкий,3.0,1,2012,682.0
Мягкий,3.4,3,2016,1899.0
Твердый,4.5,17,2018,299.0
Твердый,3.5,2,2006,130.0
Твердый,3.3,4,2017,224.0
Твердый,5.0,2,2001,1846.0
Твердый,4.0,37,2017,311.0
Твердый,5.0,1,1993,199.0
Твердый,4.6,3,2017,625.0
Твердый,3.0,1,2017,350.0
Твердый,4.4,403,2010,235.0
Твердый,5.0,1,2018,137.0
Твердый,4.2,38,2015,243.0
Мягкий,5.0,1,2003,599.0
Твердый,5.0,1,2015,999.0
Твердый,4.0,4,2003,239.0
Твердый,5.0,1,2011,836.0
Твердый,4.7,277,2015,325.93
Твердый,4.7,15,2017,214.0
Твердый,4.2,6,2017,299.0
Твердый,5.0,2,2018,293.0
Твердый,4.4,8,2015,253.0
Твердый,4.0,2,2002,689.0
Твердый,4.6,3,2005,361.0
Твердый,5.0,1,2013,1252.0
Мягкий,4.6,16,2018,346.0
Твердый,5.0,2,2016,1285.0
Твердый,4.4,95,2014,169.0
Твердый,3.5,2,2018,748.0
Твердый,4.1,5,2012,365.0
Твердый,5.0,3,2011,429.0
Твердый,5.0,3,2006,359.0
Твердый,4.4,28,1985,1230.0
Мягкий,4.0,2,2016,600.0
Твердый,3.8,20,2008,287.0
Твердый,5.0,9,2007,256.7
Твердый,3.5,2,2016,593.0
Твердый,4.4,902,2019,147.0
Твердый,3.8,52,2015,50.0
Мягкий,4.5,5,2016,4292.0
Твердый,4.6,9,2014,187.0
Твердый,5.0,1,2018,552.21
Твердый,1.0,1,2015,198.0
Твердый,4.4,3,2003,996.0
Мягкий,4.1,7,2014,399.0
Твердый,3.4,19,2015,244.0
Твердый,4.6,6,2018,592.0
Твердый,4.0,1,2013,195.0
Твердый,5.0,2,2014,600.0
Твердый,4.4,59,2013,582.0
Твердый,4.5,8,2014,801.0
Твердый,4.7,5,2019,200.0
Мягкий,3.1,13,2019,525.0
Твердый,4.0,1,2019,311.0
Твердый,5.0,2,2019,258.0
Твердый,5.0,1,2011,374.0
Твердый,4.5,2,2016,726.0
Твердый,5.0,7,2019,256.0
Твердый,3.4,5,2012,332.0
Твердый,4.7,11,2015,1954.0
Твердый,3.9,47,2012,437.0
Твердый,4.6,101,2018,98.0
Мягкий,4.0,1,2012,449.0
Твердый,4.2,25,2017,589.0
Твердый,5.0,4,2003,131.35
Твердый,5.0,2,2019,1141.0
Твердый,4.4,861,2019,94.0
Мягкий,3.7,22,2019,373.0
Твердый,4.7,7,2015,348.91
Твердый,4.3,19,2011,247.0
Твердый,4.4,67,2005,263.0
Твердый,4.8,25,2017,400.0
Мягкий,4.5,815,2018,380.0
Твердый,3.4,4,2006,340.0
Твердый,1.5,2,1998,239.0
Твердый,4.2,17,2006,395.0
Твердый,3.0,1,0,445.0
Твердый,4.1,19,2015,455.0
Твердый,4.2,3,2019,514.0
Твердый,4.3,12,2017,161.0
Твердый,4.6,13,2007,235.0
Твердый,4.1,14,2011,243.0
Твердый,4.5,39,2001,449.0
Твердый,3.0,1,2018,85.0
Твердый,4.3,13,2017,224.0
Твердый,4.1,10,2011,165.0
Твердый,4.5,13,2017,856.0
Твердый,3.9,20,2005,300.0
Мягкий,5.0,3,2016,4427.99
Твердый,5.0,1,2012,176.0
Твердый,4.7,4,2015,543.0
Твердый,5.0,1,2013,796.0
Твердый,3.5,5,2017,224.0
Твердый,5.0,1,2019,1807.0
Твердый,5.0,2,2011,698.0
Другой,2.0,1,2014,259.0
Мягкий,4.2,13,2009,60.0
Твердый,4.6,11,2004,878.0
Твердый,4.5,5,2002,176.0
Мягкий,4.6,87,2016,356.0
Твердый,3.1,2,2014,92.0
Твердый,5.0,1,2012,362.0
Твердый,3.5,4,2017,185.0
Твердый,3.1,4,2013,550.0
Твердый,5.0,5,2014,649.0
Твердый,3.5,8,2004,850.0
Твердый,2.0,1,2016,261.0
Мягкий,4.0,1,2016,99.0
Твердый,4.4,9,2014,499.0
Твердый,4.0,2,2016,549.0
Твердый,5.0,1,2002,250.0
Твердый,3.6,19,2003,169.0
Твердый,4.9,12,1992,689.0
Твердый,4.4,30,2005,252.0
Твердый,4.1,108,1986,274.0
Твердый,3.1,7,1989,100.0
Твердый,4.7,11,2001,274.0
Твердый,4.8,6,2006,346.0
Твердый,3.5,2,2017,325.0
Мягкий,5.0,4,2018,629.0
Твердый,5.0,2,1998,793.0
Мягкий,5.0,1,2016,3749.0
Твердый,5.0,2,2006,370.44
Твердый,3.6,19,2012,850.0
Твердый,4.2,26,2015,359.0
Твердый,3.9,19,2018,119.0
Мягкий,4.6,8,2009,57.0
Твердый,4.6,227,2018,299.0
Твердый,1.0,1,2019,319.0
Твердый,4.5,8,2011,354.0
Твердый,4.3,13,2011,228.0
Твердый,2.6,3,2015,530.44
Твердый,4.4,9,2015,238.0
Твердый,3.5,39,2005,195.0
Мягкий,5.0,2,2014,226.0
Твердый,4.7,4,2003,448.0
Твердый,4.7,13,2015,508.0
Твердый,4.3,23,2007,309.0
Твердый,4.4,26,2002,130.0
Мягкий,4.6,35,2018,322.0
Твердый,3.4,17,2003,163.0
Твердый,4.2,119,2008,245.0
Твердый,4.8,9,1996,536.0
Другой,3.1,4,2018,448.0
Твердый,4.2,3,2019,248.0
Твердый,3.2,7,2006,265.0
Твердый,4.2,14,1999,166.0
Твердый,3.9,53,2017,261.0
Твердый,4.3,31,2008,210.0
Твердый,5.0,2,2014,1199.0
Твердый,5.0,1,2000,680.0
Мягкий,5.0,1,2016,929.0
Твердый,5.0,1,2019,339.0
Твердый,3.8,19,2018,360.03
Твердый,4.0,6,2019,723.0
Мягкий,5.0,2,2018,773.47
Твердый,2.9,6,2019,125.0
Твердый,4.5,95,2017,302.36
Твердый,4.3,16,2017,185.0
Твердый,4.7,4,2010,620.44
Мягкий,4.3,4,2014,323.0
Мягкий,3.3,7,2018,322.0
Твердый,4.0,50,2011,369.0
Твердый,4.3,13,2014,507.0
Твердый,5.0,1,2019,375.0
Твердый,4.3,7,2009,291.0
Твердый,5.0,1,2015,345.0
Твердый,4.9,9,2017,244.0
Другой,4.1,13,1986,345.0
Твердый,4.6,75,2011,263.0
Твердый,3.1,2,2011,222.0
Твердый,4.5,474,2014,400.0
Твердый,3.0,1,1999,330.0
Твердый,4.0,1,2011,170.0
Твердый,3.6,49,2016,52.0
Твердый,4.5,19,2013,499.0
Твердый,5.0,2,2019,248.0
Твердый,4.6,11,2016,950.0
Твердый,3.1,9,2016,275.0
Твердый,5.0,2,2010,336.0
Твердый,3.9,76,2013,174.19
Твердый,4.5,37,1990,263.0
Твердый,4.4,62,1994,407.0
Твердый,3.8,22,1996,319.0
Твердый,4.3,11,2018,169.0
Твердый,4.4,10,2012,493.0
Твердый,3.7,46,2015,31.0
Другой,4.0,7,1991,324.91
Твердый,5.0,3,2013,594.0
Твердый,3.7,24,1997,114.0
Твердый,3.6,102,2018,118.0
Другой,2.9,2,1983,228.0
Твердый,3.9,34,2001,243.0
Твердый,4.6,33,2018,185.0
Мягкий,4.5,2,1991,1168.0
Твердый,4.6,2,2016,286.0
Твердый,4.1,10,2004,379.0
Твердый,4.2,20,2000,299.0
Твердый,4.7,32,2016,245.0
Твердый,4.1,31,2012,699.0
Твердый,4.2,15,2017,1450.0
Мягкий,5.0,7,2016,599.0
Твердый,5.0,3,2002,359.0
Твердый,5.0,3,2016,618.0
Мягкий,5.0,1,2019,1013.0
Твердый,4.4,32,2014,247.0
Твердый,4.3,69,2006,405.0
Твердый,4.8,12,2018,262.0
Твердый,5.0,2,2019,178.0
Твердый,3.5,2,2018,893.0
Твердый,4.0,2,2014,660.0
Твердый,5.0,5,2018,536.0
Твердый,5.0,3,2015,254.01
Твердый,1.0,2,2010,399.0
Твердый,4.0,1,2013,719.0
Твердый,4.7,28,2013,309.0
Твердый,4.2,22,2012,800.0
Твердый,4.7,11,2016,190.0
Другой,4.0,2,2017,105.0
Твердый,5.0,1,2018,749.0
Твердый,4.6,10,2014,327.0
Мягкий,5.0,1,2017,1244.0
Твердый,4.5,8,2012,700.0
Твердый,4.1,10,2018,245.0
Твердый,4.1,4,2009,425.0
Твердый,3.0,2,2018,299.0
Твердый,2.5,2,2018,1500.0
Твердый,5.0,1,2016,850.0
Мягкий,3.8,40,2018,420.0
Твердый,3.6,18,2004,248.0
Другой,4.3,20,2011,399.0
Твердый,3.8,24,2003,229.0
Твердый,4.5,7,2012,526.0
Другой,4.7,9,1995,598.0
Твердый,4.8,6,2013,1756.0
Твердый,4.6,6,2016,516.68
Твердый,4.6,6,2019,260.0
Твердый,4.8,5,2007,339.0
Твердый,4.4,15,2013,344.0
Твердый,4.2,16,2016,291.0
Твердый,5.0,5,2017,524.0
Другой,4.3,3,1985,299.0
Твердый,5.0,1,2017,218.0
Твердый,4.0,2,2016,125.0
Твердый,4.4,4,2015,385.0
Твердый,5.0,5,2014,350.0
Твердый,4.6,10,2018,237.0
Твердый,5.0,1,2006,111.0
Твердый,4.7,13,2018,186.0
Мягкий,4.5,10,2015,779.0
Твердый,4.3,37,2018,402.0
Твердый,4.4,2,2012,888.0
Твердый,4.6,6,2013,205.0
Мягкий,3.7,62,2015,419.0
Твердый,4.5,8,2019,449.25
Мягкий,3.9,45,2018,355.0
Твердый,4.1,31,2013,199.0
Твердый,5.0,1,2011,1588.0
Твердый,5.0,4,2017,349.0
Твердый,3.9,6,2013,799.0
Твердый,4.3,19,2011,354.0
Твердый,5.0,5,2013,394.0
Твердый,5.0,1,2016,64.0
Твердый,4.7,16,2017,455.24
Твердый,4.1,2,2010,650.0
Твердый,3.8,23,2017,228.0
Твердый,3.7,4,2014,782.0
Твердый,4.7,3,2006,450.0
Твердый,3.6,30,2010,175.0
Мягкий,4.7,11,2019,526.0
Твердый,3.7,4,2019,479.0
Твердый,4.5,2,2014,675.8
Твердый,3.0,1,2019,495.0
Твердый,3.1,2,2014,217.0
Твердый,4.1,9,2018,319.0
Твердый,3.2,13,1995,375.19
Мягкий,5.0,2,2014,1332.25
Мягкий,4.5,10,2015,779.0
Твердый,4.0,1,2018,389.0
Твердый,5.0,3,2016,270.0
Твердый,5.0,1,1993,435.0
Твердый,3.8,9,2013,580.0
Твердый,5.0,2,2017,450.0
Твердый,3.9,6,2005,398.0
Твердый,4.6,3,2013,323.52
Твердый,4.7,8,2016,282.36
Твердый,3.0,6,2015,2641.0
Твердый,4.5,21,2008,393.0
Другой,5.0,4,2007,328.0
Мягкий,5.0,1,1999,1424.0
Твердый,5.0,1,2014,248.0
Твердый,3.9,27,2016,459.0
Твердый,4.2,11,2013,179.0
Мягкий,5.0,2,2018,779.0
Мягкий,3.9,5,2011,1900.0
Твердый,3.7,4,2014,599.0
Твердый,4.5,2,2014,639.0
Твердый,3.8,8,2018,372.0
Твердый,3.2,56,2014,259.0
Твердый,4.1,2,2008,190.0
Твердый,3.7,3,2018,449.0
Твердый,4.0,9,2017,339.0
Твердый,3.9,3,2018,674.0
Твердый,3.7,69,2018,390.0
Мягкий,4.6,16,2017,440.0
Твердый,3.6,6,2017,1058.0
Твердый,4.5,247,2008,213.0
Твердый,4.4,4,2019,850.0
Твердый,4.4,17,2014,188.0
Твердый,4.5,2,2014,1159.0
Мягкий,4.5,8,2019,1359.0
Твердый,5.0,1,2009,398.78
Твердый,4.5,2,2015,1450.0
Твердый,5.0,2,2006,544.0
Твердый,3.8,7,2017,30.0
Твердый,4.6,17,2015,319.0
Твердый,5.0,2,1999,1022.0
Твердый,3.7,5,2010,299.0
Твердый,5.0,4,2008,1285.0
Твердый,4.0,18,2016,319.0
Твердый,3.9,6,2019,358.0
Твердый,5.0,1,2018,825.0
Твердый,5.0,2,1971,600.0
Твердый,4.6,3,2016,323.9
Твердый,4.3,23,2000,299.0
Другой,3.7,12,2010,449.0
Мягкий,5.0,2,2019,479.0
Твердый,4.9,10,2016,599.0
Твердый,4.5,12,2011,1079.0
Твердый,4.8,13,2018,235.0
Твердый,4.3,414,1999,219.0
Другой,5.0,1,2011,386.0
Твердый,4.5,21,2016,323.52
Твердый,4.0,18,2016,336.0
Твердый,3.4,9,2015,448.0
Твердый,4.0,2,2012,434.0
Мягкий,4.7,51,2018,511.17
Твердый,5.0,1,0,277.0
Твердый,4.3,86,2016,310.0
Твердый,5.0,1,2005,549.88
Твердый,3.9,5,2007,179.0
Мягкий,4.0,2,2018,1545.0
Твердый,3.5,8,2017,335.0
Твердый,4.0,1,2012,311.22
Твердый,5.0,1,2018,479.0
Твердый,4.7,7,2014,359.0
Твердый,4.3,3,2008,503.0
Твердый,4.4,3,2005,387.0
Твердый,2.7,3,2016,205.0
Твердый,3.5,4,2017,185.0
Другой,3.0,1,2019,299.0
Твердый,3.8,6,2017,809.0
Твердый,5.0,1,2017,868.0
Твердый,3.8,9,2009,450.0
Твердый,4.4,432,2014,102.0
Мягкий,5.0,3,2014,488.0
Твердый,4.7,1142,2016,87.0
Твердый,5.0,1,1988,463.0
Твердый,5.0,1,2018,216.42
Твердый,4.5,38,2010,200.0
Твердый,4.7,54,2015,443.0
Твердый,4.4,10,2010,190.0
Твердый,5.0,2,2013,222.0
Твердый,4.4,168,2016,121.0
Твердый,4.6,64,2003,147.0
Твердый,4.0,1,2016,693.0
Мягкий,4.4,5,2019,371.0
Мягкий,3.6,382,2018,449.0
Твердый,4.4,3,2018,202.0
Твердый,2.9,2,2012,335.0
Твердый,4.4,79,2005,615.0
Твердый,4.0,171,2014,258.0
Твердый,4.1,62,2010,376.0
Твердый,4.6,3,2016,299.52
Мягкий,1.0,1,2013,1490.0
Твердый,3.5,8,2014,461.0
Твердый,4.2,23,2001,325.0
Твердый,4.7,25,2018,399.0
Твердый,4.0,33,2003,333.0
Твердый,5.0,1,2019,1221.0
Твердый,5.0,1,2016,409.0
Твердый,4.6,6,2001,1399.0
Твердый,4.0,3,2018,336.0
Твердый,2.9,3,2018,370.0
Твердый,5.0,8,2016,825.0
Твердый,4.4,4,2017,113.0
Мягкий,4.6,32,2016,848.44
Твердый,2.9,6,2015,250.0
Твердый,4.8,8,2016,772.0
Твердый,4.4,7,2010,333.0
Твердый,3.6,29,2013,899.0
Твердый,4.5,141,2018,309.0
Твердый,3.9,14,2006,479.0
Твердый,5.0,1,2017,799.0
Твердый,4.5,24,2013,149.0
Твердый,4.1,13,2001,364.0
Твердый,3.4,14,2002,100.0
Мягкий,3.0,1,2012,4370.31
Твердый,2.5,2,2019,419.0
Твердый,4.1,9,2016,409.0
Твердый,3.0,19,2017,247.0
Твердый,5.0,1,2005,1419.0
Мягкий,4.1,37,2018,420.0
Твердый,4.3,10,2018,374.25
Твердый,5.0,2,2017,370.0
Другой,3.1,5,2017,637.0
Твердый,3.0,1,2018,307.0
Мягкий,4.8,6,2000,2080.0
Твердый,4.9,16,2017,1428.0
Мягкий,3.8,5,2015,799.0
Твердый,3.8,8,2018,372.0
Другой,4.7,31,2014,370.0
Твердый,4.6,3,2018,156.0
Твердый,3.6,3,2017,349.0
Твердый,4.5,10,2018,479.0
Твердый,4.0,2,2011,200.0
Твердый,4.0,11,2015,799.0
Другой,4.2,8,1986,338.45
Твердый,5.0,2,2015,637.0
Твердый,4.7,7,2018,853.0
Другой,4.6,25,1996,335.0
Мягкий,4.7,7,2017,899.0
Мягкий,3.4,6,2002,1394.0
Твердый,3.0,1,2001,344.0
Твердый,5.0,2,2014,818.0
Твердый,4.8,15,2015,553.0
Твердый,4.4,3,2019,160.0
Твердый,4.0,220,2010,250.0
Твердый,3.6,4,2017,384.0
Твердый,4.9,15,2000,875.0
Твердый,4.5,2,2014,451.0
Твердый,4.5,15,2009,379.0
Твердый,4.7,16,2019,175.0
Твердый,4.4,7,2013,499.0
Твердый,4.1,10,2010,175.0
Твердый,4.3,38,2017,360.0
Твердый,5.0,4,2018,1134.0
Твердый,4.4,12,2015,262.0
Твердый,4.4,6,2013,599.0
Твердый,4.6,3,2016,367.0
Твердый,5.0,2,2018,555.0
Твердый,3.9,6,2017,70.0
Твердый,4.1,40,2017,359.0
Твердый,3.4,3,2019,323.52
Твердый,4.6,7,2003,400.0
Твердый,3.5,9,2018,625.0
Твердый,4.1,8,2009,359.0
Твердый,4.2,8,2017,349.0
Твердый,4.2,3,2019,514.0
Твердый,4.4,3,2006,420.0
Твердый,4.5,732,2015,316.0
Твердый,5.0,1,2011,704.0
Твердый,4.4,75,2016,299.0
Другой,5.0,1,2005,441.0
Твердый,3.7,12,2013,575.0
Мягкий,1.0,1,2017,488.0
Твердый,3.5,6,2017,199.0
Твердый,4.2,9,2017,344.0
Твердый,4.0,1,2003,885.91
Твердый,4.1,2048,2018,427.0
Твердый,3.9,10,2017,70.0
Твердый,4.6,26,2010,405.0
Твердый,5.0,3,2019,299.0
Мягкий,5.0,3,2018,1475.0
Другой,5.0,1,1989,378.0
Твердый,4.0,27,1995,418.0
Твердый,4.8,11,2013,901.0
Твердый,4.5,7,2006,305.0
Твердый,4.6,2,2014,5064.0
Твердый,5.0,1,1997,274.0
Твердый,4.5,1097,2009,122.0
Твердый,4.5,8,2018,247.0
Мягкий,5.0,4,2014,1800.0
Твердый,5.0,3,2009,399.0
Твердый,4.5,4,2007,768.0
Твердый,3.0,2,2016,569.0
Твердый,5.0,1,2010,355.0
Твердый,4.4,26,2017,359.0
Твердый,5.0,2,2009,395.1
Твердый,5.0,3,2004,334.0
Твердый,3.0,1,2012,390.0
Твердый,3.5,2,2016,1040.0
Твердый,3.1,4,2010,115.0
Твердый,3.5,4,2011,1204.0
Твердый,4.6,226,2015,390.0
Твердый,5.0,1,2014,181.0
Твердый,4.5,4,2019,224.0
Твердый,3.6,14,2010,427.0
Твердый,4.3,32,2008,816.0
Твердый,5.0,1,2009,740.44
Твердый,3.6,11,1995,275.0
Твердый,4.8,7,2018,1171.0
Твердый,5.0,1,2016,1595.0
Другой,3.4,3,2008,400.0
Твердый,3.0,1,2004,486.0
Твердый,4.7,8,2017,514.0
Твердый,3.9,12,2018,299.0
Твердый,4.4,46,2017,261.0
